side,page_index,row,col,label_name,last5,resolved_upc,resolved_name,cpp,image_status,image_mean,image_std
C,3,4,3,CHILI'S CHOICE VGC REG,14777,019674214777,CHILI'S CHOICE VGC REG,30,IMAGE_PRESENT,112.74,97.34
C,3,4,4,DARDEN UNIVERSAL VGC REG,16364,019674216364,DARDEN UNIVERSAL VGC REG,20,IMAGE_PRESENT,169.55,88.05
C,3,4,5,OLIVE GARDEN VGC MD,11471,019674211471,OLIVE GARDEN VGC MD,20,IMAGE_PRESENT,217.27,52.92
C,3,4,6,BLOOMIN BRANDS VGC REG,10446,019674210446,BLOOMIN BRANDS VGC MD,30,IMAGE_PRESENT,181.2,83.67
C,3,4,7,CRACKER BARREL VGC MD,10571,019674210571,CRACKER BARREL VGC MD,30,IMAGE_PRESENT,172.14,80.74
C,3,4,8,BUFFAL OWILD WINGS VGC REG,11244,019674211244,BUFFAL OWILD WINGS VGC MD,20,IMAGE_PRESENT,152.23,78.58
C,3,4,9,SUBWAY VGC REG,10779,019674210779,SUBWAY VGC MD,30,IMAGE_PRESENT,197.13,49.03
C,3,5,0,CHICK FIL A VGC REG,09410,019674209410,CHICK FIL A VGC MD,30,IMAGE_PRESENT,234.7,44.03
C,3,5,1,PANERA G VGC REG,10584,019674210584,PANERA VGC MD,30,IMAGE_PRESENT,151.12,88.82
C,3,5,2,APPLEBEES VGC PROMO MD,10596,019674210596,APPLEBEES VGC PROMO MD,30,IMAGE_PRESENT,100.39,70.23
C,3,5,3,CHILI'S VGC REG,14781,019674214781,CHILI'S VGC REG,30,IMAGE_PRESENT,79.35,76.12
C,3,5,4,DARDEN UNIVERSAL VGC REG,16364,019674216364,DARDEN UNIVERSAL VGC REG,20,IMAGE_PRESENT,165.89,88.69
C,3,5,5,OLIVE GARDEN $25 MD,11469,019674211469,OLIVE GARDEN $25 MD,20,IMAGE_PRESENT,204.52,63.02
C,3,5,6,BLOOMIN BRANDS $50 REG,10453,019674210453,BLOOMIN BRANDS $50 MD,30,IMAGE_PRESENT,195.84,78.62
C,3,5,7,CRACKER BARREL VGC MD,10571,019674210571,CRACKER BARREL VGC MD,30,IMAGE_PRESENT,175.26,82.83
C,3,5,8,BUFFAL OWILD WINGS VGC REG,11244,019674211244,BUFFAL OWILD WINGS VGC MD,20,IMAGE_PRESENT,152.06,78.57
C,3,5,9,SUBWAY $15 REG,10776,019674210776,SUBWAY $15 REG,30,IMAGE_PRESENT,141.55,83.7
C,3,6,0,CHICK FIL A VGC REG,09410,019674209410,CHICK FIL A VGC MD,30,IMAGE_PRESENT,234.92,43.62
C,3,6,1,CHEESECAKEF G ACTORYVGC REG,10994,019674210994,CHEESECAKEFACTORYVGC MD,20,IMAGE_PRESENT,181.02,71.08
C,3,6,2,F APPLEBEES VGC PROMO MD,10596,019674210596,APPLEBEES VGC PROMO MD,30,IMAGE_PRESENT,115.0,72.72
C,3,6,3,CHILI'S $25 REG,14778,019674214778,CHILI'S $25 REG,30,IMAGE_PRESENT,80.44,76.44
C,3,6,4,DARDEN $25 MD,11474,019674211474,DARDEN $25 MD,20,IMAGE_PRESENT,180.97,85.97
C,3,6,5,OLIVE GARDEN $50 MD,11470,019674211470,OLIVE GARDEN $50 MD,20,IMAGE_PRESENT,209.15,60.83
C,3,6,6,OUTBACK VGC REG,10449,019674210449,OUTBACK VGC MD,30,IMAGE_PRESENT,170.6,88.12
C,3,6,7,CRACKER BARREL $25 REG,10569,019674210569,CRACKER BARREL $25 MD,30,IMAGE_PRESENT,155.61,84.41
C,3,6,8,IHOP VGC PROMO MD,10588,019674210588,IHOP VGC PROMO MD,30,IMAGE_PRESENT,173.69,65.83
C,3,6,9,SUBWAY $25 REG,10778,019674210778,SUBWAY $25 MD,30,IMAGE_PRESENT,132.59,70.31
C,3,7,0,POPEYE'S VGC $15- $250 REG,11026,019674211026,POPEYE'S VGC $15-$250 MD,30,IMAGE_PRESENT,219.53,51.4
C,3,7,1,COLD STONE MP MD HOLIDAY,10787,019674210787,COLD STONE MP MD HOLIDAY,10,IMAGE_PRESENT,158.12,78.93
C,3,7,2,ZAXBYS VGC HOLIDAY,07303,019674207303,ZAXBYS VGC HOLIDAY,20,IMAGE_PRESENT,173.84,83.86
C,3,7,3,SONIC VGC REG,11251,019674211251,SONIC VGC MD,20,IMAGE_PRESENT,168.22,69.36
C,3,7,4,DARDEN $50 MD,11475,019674211475,DARDEN $50 MD,20,IMAGE_PRESENT,182.97,77.58
C,3,7,5,RED LOBSTER VGC REG,11150,019674211150,RED LOBSTER VGC MD,30,IMAGE_PRESENT,129.7,105.8
C,3,7,6,OUTBACK $50 REG,10452,019674210452,OUTBACK $50 MD,30,IMAGE_PRESENT,173.12,90.25
C,3,7,7,GOLDEN CORRAL VGC REG,10854,019674210854,GOLDEN CORRAL VGC MD,20,IMAGE_PRESENT,180.44,68.72
C,3,7,8,JIMMY JOHNS VGC REG,11248,019674211248,JIMMY JOHNS VGC MD,20,IMAGE_PRESENT,140.17,102.61
C,3,7,9,DOMINOS VGC REG,10624,019674210624,DOMINOS VGC MD,30,IMAGE_PRESENT,146.23,82.86
C,3,8,0,CHIPOTLE VGC REG,10648,019674210648,CHIPOTLE VGC MD,30,IMAGE_PRESENT,206.8,64.19
C,3,8,1,E HARDEES VGC REG,11256,019674211256,HARDEES VGC MD,20,IMAGE_PRESENT,206.85,62.04
C,3,8,2,ZAXBYS VGC HOLIDAY,07303,019674207303,ZAXBYS VGC HOLIDAY,20,IMAGE_PRESENT,199.84,75.97
C,3,8,3,LONGHORN STEAKHOUSE VGC MD,11473,019674211473,LONGHORN STEAKHOUSE VGC MD,20,IMAGE_PRESENT,95.0,82.91
C,3,8,4,LONGHORN STEAKHOUSE $50 MD,11472,019674211472,LONGHORN STEAKHOUSE $50 MD,20,IMAGE_PRESENT,81.13,82.37
C,3,8,5,RED LOBSTER VGC REG,11150,019674211150,RED LOBSTER VGC MD,30,IMAGE_PRESENT,130.93,105.6
C,3,8,6,RED ROBIN VGC REG,11006,019674211006,RED ROBIN VGC MD,30,IMAGE_PRESENT,141.83,89.67
C,3,8,7,FIVE GUYS VGC REG,10726,019674210726,FIVE GUYS VGC MD,30,IMAGE_PRESENT,170.02,71.74
C,3,8,8,FIREHOUSE SUBS VGC REG,10310,019674210310,FIREHOUSE SUBS VGC MD,30,IMAGE_PRESENT,177.29,67.93
C,3,8,9,JERSEY MIKES VGC REG,10652,019674210652,JERSEY MIKES VGC MD,20,IMAGE_PRESENT,192.36,80.8
D,4,0,4,,36593,019594936593,APPLE VGC (10-500),20,IMAGE_PRESENT,229.52,55.05
D,4,0,5,,36595,019594936595,APPLE $25,20,IMAGE_PRESENT,228.4,57.54
D,4,0,6,VGC REG,09969,019674209969,GOOGLE VGC MD,30,IMAGE_PRESENT,208.91,77.5
D,4,0,7,,16348,019674216348,ZIFT HOLIDAY VGC,20,IMAGE_PRESENT,178.74,58.86
D,4,1,0,$50 WMT VV P,16890,019674216890,WMT MC P Holiday 2026 Wonder Tree $50,20,IMAGE_PRESENT,162.62,75.33
D,4,1,1,WMT MC,16888,019674216888,WMT MC P Hol 2026 Striped Tree $20-500,20,IMAGE_PRESENT,173.87,82.2
D,4,1,9,WMT VV P,16885,019674216885,WMT MC P Holiday 2026 Nice Santa $25,20,IMAGE_PRESENT,202.28,83.28
D,4,1,10,$50 P WMT VV P,16892,019674216892,WMT MC P Holiday 2026 Nice Snowman $50,20,IMAGE_PRESENT,180.22,92.04
D,4,2,4,APPLE $50,36596,019594936596,APPLE $50,20,IMAGE_PRESENT,231.93,52.01
D,4,2,5,APPLE $100,36597,019594936597,APPLE $100,20,IMAGE_PRESENT,231.56,51.91
D,4,2,6,GOOGLE $25 REG,09974,019674209974,GOOGLE $25 MD,30,IMAGE_PRESENT,218.88,64.53
D,4,2,7,ZIFT H$2O5LIDAY,16346,019674216346,ZIFT HOLIDAY $25,20,IMAGE_PRESENT,156.58,67.8
D,4,3,0,WMT MC P,16896,019674216896,WMT VV P Hol 2026 Fancy Red $20-500,20,IMAGE_PRESENT,130.97,83.06
D,4,3,1,15680086 WMT MC,16886,019674216886,WMT MC P Hol 2026 Striped Wreath $20-500,20,IMAGE_PRESENT,214.54,63.36
D,4,3,9,WMT MC P,16896,019674216896,WMT VV P Hol 2026 Fancy Red $20-500,20,IMAGE_PRESENT,196.48,77.31
D,4,3,10,P WMT MC P,16895,019674216895,WMT VV P Hol 2026 Fancy Green $20-500,20,IMAGE_PRESENT,156.48,94.31
D,4,4,0,Holiday 2026 Nice Santa $25,16885,019674216885,WMT MC P Holiday 2026 Nice Santa $25,20,IMAGE_PRESENT,175.06,92.44
D,4,4,1,Holiday 2026 Nic Snowma $50,16892,019674216892,WMT MC P Holiday 2026 Nice Snowman $50,20,IMAGE_PRESENT,179.61,91.31
D,4,4,4,VDGICSN REEYG,10902,019674210902,DISNEY VGC MD,20,IMAGE_PRESENT,190.83,89.3
D,4,4,5,VDGICSN REEYG BON,10902,019674210902,DISNEY VGC MD,20,IMAGE_PRESENT,185.33,90.86
D,4,4,6,G$5O0O RGELGE NUS,09976,019674209976,GOOGLE $50 MD,30,IMAGE_PRESENT,221.0,70.08
D,4,4,7,$50,16347,019674216347,ZIFT HOLIDAY $50,20,IMAGE_PRESENT,191.84,75.32
D,4,4,9,Hol 2026 Striped Wreath $20,16886,019674216886,WMT MC P Hol 2026 Striped Wreath $20-500,20,IMAGE_PRESENT,228.85,49.25
D,4,4,10,6 Hol 2026 Striped Tre 0- $20-500,16888,019674216888,WMT MC P Hol 2026 Striped Tree $20-500,20,IMAGE_PRESENT,179.23,82.45
D,4,5,3,AMC $30 VA HOLIDAY,10812,019674210812,AMC $30 VA HOLIDAY,30,IMAGE_PRESENT,175.72,87.29
D,4,5,4,RED LOBSTER $100 VA,16587,019674216587,RED LOBSTER $100 VA,20,IMAGE_PRESENT,142.7,78.54
D,4,5,6,NUS PANDA EXPRESS VGC VA,16316,019674216316,PANDA EXPRESS VGC VA,30,IMAGE_PRESENT,121.38,92.85
D,4,5,7,PIZZA HUT $50MP VA,16659,019674216659,KFC VGC VA,10,IMAGE_PRESENT,142.93,78.46
D,4,6,5,Value VA ZIFT A GIFT,12288,019674212288,"CHUCK E CHEESE $25;1,000 e-Tickets$10 Value VA",30,IMAGE_PRESENT,162.23,77.27
D,4,6,8,GWP VA ROBLOX,12248,019674212248,"Starbucks VGC ($25-$500), Gift Card Holder GWP VA",30,IMAGE_PRESENT,188.03,107.19
D,4,7,1,FL PLUSS $99.99,16548,019674216548,NFL PLUSS $99.99,30,IMAGE_PRESENT,201.35,82.65
D,4,7,2,FAVNGDCA RNEGGO,10128,019674210128,FANDANGO VGC MD,20,IMAGE_PRESENT,107.6,93.2
D,4,7,3,DISNEY + VGC REG,14703,019674214703,DISNEY + VGC REG,20,IMAGE_PRESENT,238.19,38.6
D,4,7,4,UBER VGC REG,09909,019674209909,UBER VGC MD,30,IMAGE_PRESENT,205.42,57.23
D,4,7,5,ZFIFOTR A Y GOIUFT (CORE) VGC,16172,019674216172,ZIFT (CORE) VGC,20,IMAGE_PRESENT,209.75,54.92
D,4,7,6,ZFIFOTR A Y GOIUFT (CORE) $25,16170,019674216170,ZIFT (CORE) $25,20,IMAGE_PRESENT,204.28,63.87
D,4,7,7,ZFIFOTR A Y GOIUFT (CORE) $50,16171,019674216171,ZIFT (CORE) $50,20,IMAGE_PRESENT,109.67,94.25
D,4,7,8,BLRAOCBKL VOGXC REG,10023,019674210023,ROBLOX BLACK VGC MD,30,IMAGE_PRESENT,121.79,98.82
D,4,7,9,CVAGRCL ('$S 1J5R-. M $100) REG,11802,019674211802,CARL'S JR. VGC ($15-$100) MD,20,IMAGE_PRESENT,216.2,54.37
D,4,7,10,MCVDGOCN MADLDS,11156,019674211156,MCDONALDS VGC MD,30,IMAGE_PRESENT,232.2,42.71
D,4,8,1,OKEMON GO $25 D,08350,019674208350,POKEMON GO $25,20,IMAGE_PRESENT,190.68,59.77
D,4,8,2,D/F DINNER&MOV IE$50 REG,11593,019674211593,D/F DINNER&MOVIE$50 MD,20,IMAGE_PRESENT,173.94,72.61
D,4,8,3,HULU VGC REG,10913,019674210913,HULU VGC MD,20,IMAGE_PRESENT,236.24,45.3
D,4,8,4,DOOR DASH VGC REG,09989,019674209989,DOOR DASH VGC MD,30,IMAGE_PRESENT,236.92,35.88
D,4,8,5,META QUEST VGC REG,09997,019674209997,META QUEST VGC MD,20,IMAGE_PRESENT,143.62,70.82
D,4,8,6,PLAYSTATION VGC,13363,019674213363,PLAYSTATION VGC,30,IMAGE_PRESENT,151.68,66.16
D,4,8,7,XBOX VGC (10-250),04015,019674204015,XBOX VGC (10-250),30,IMAGE_PRESENT,97.85,91.69
D,4,8,8,ROBLOX BLACK VGC REG,10023,019674210023,ROBLOX BLACK VGC MD,30,IMAGE_PRESENT,104.35,93.06
D,4,8,9,TACO BELL M VGC REG,11053,019674211053,TACO BELL VGC MD,30,IMAGE_PRESENT,168.7,74.06
D,4,8,10,MCDONALDS VGC MD,11156,019674211156,MCDONALDS VGC MD,30,IMAGE_PRESENT,232.98,41.93
D,4,9,1,OKEMON GO $25,08350,019674208350,POKEMON GO $25,20,IMAGE_PRESENT,112.55,93.58
D,4,9,2,AMC VGC REG,10635,019674210635,AMC VGC MD,30,IMAGE_PRESENT,95.42,88.96
D,4,9,3,NETFLIX VGC REG,09913,019674209913,NETFLIX VGC MD,20,IMAGE_PRESENT,220.24,54.13
D,4,9,4,AIRBNB VGC REG,09914,019674209914,AIRBNB VGC MD,20,IMAGE_PRESENT,139.03,68.4
D,4,9,5,FORTNITE VGC,11917,019674211917,FORTNITE VGC,20,IMAGE_PRESENT,127.99,56.16
D,4,9,6,PLAYSTATION $25 REG,10282,019674210282,PLAYSTATION $25 MD,30,IMAGE_PRESENT,151.15,65.81
D,4,9,7,XBOX VGC (10-250),04015,019674204015,XBOX VGC (10-250),30,IMAGE_PRESENT,117.94,101.39
D,4,9,8,ROBLOX BLACK $25 REG,10026,019674210026,ROBLOX BLACK $25 MD,30,IMAGE_PRESENT,122.12,100.9
D,4,9,9,Taco Bell M $25 REG $,10958,019674210958,Taco Bell $25 MD,30,IMAGE_PRESENT,154.19,88.89
D,4,9,10,MCDONALDS $25 HOLIDAY,11159,019674211159,MCDONALDS $25 HOLIDAY,30,IMAGE_PRESENT,83.99,108.28
D,4,10,1,OP GOLF VGC REG,10092,019674210092,TOP GOLF VGC MD,30,IMAGE_PRESENT,122.02,93.82
D,4,10,2,AMC VGC REG,10635,019674210635,AMC VGC MD,30,IMAGE_PRESENT,140.23,46.69
D,4,10,3,WHAT A BURGER $15 MD,11964,019674211964,WHAT A BURGER $15 MD,30,IMAGE_PRESENT,152.69,81.45
D,4,10,4,NINTENDO $20 REG,10224,019674210224,NINTENDO $20 MD,20,IMAGE_PRESENT,138.9,68.08
D,4,10,5,FORTNITE VGC,11917,019674211917,FORTNITE VGC,20,IMAGE_PRESENT,151.85,63.15
D,4,10,6,PLAYSTATION $50 REG,10283,019674210283,PLAYSTATION $50 MD,30,IMAGE_PRESENT,97.91,84.42
D,4,10,7,XBOX $25,35577,079936635577,XBOX $25,30,IMAGE_PRESENT,117.94,98.65
D,4,10,8,ROBLOX BLACK $50 REG,10025,019674210025,ROBLOX BLACK $50 MD,30,IMAGE_PRESENT,129.9,102.21
D,4,10,9,ARBYS B VGC REG,11241,019674211241,ARBYS VGC MD,20,IMAGE_PRESENT,232.2,48.92
D,4,10,10,BURGER KING VGC REG,11033,019674211033,BURGER KING VGC MD,30,IMAGE_PRESENT,212.6,67.2
D,4,11,1,CHUCK E HEESE VGC REG,11027,019674211027,CHUCK E CHEESE VGC MD,30,IMAGE_PRESENT,120.49,120.13
D,4,11,2,REGAL CINEMAS VGC REG,11066,019674211066,REGAL CINEMAS VGC MD,30,IMAGE_PRESENT,179.37,82.12
D,4,11,3,LOGAN'S ROADHOUSE VGC,16454,019674216454,LOGAN'S ROADHOUSE VGC,30,IMAGE_PRESENT,153.7,81.78
D,4,11,4,NINTENDO $20 REG,10224,019674210224,NINTENDO $20 MD,20,IMAGE_PRESENT,138.91,68.5
D,4,11,5,FORTNITE $30,11914,019674211914,FORTNITE $30,20,IMAGE_PRESENT,130.48,57.75
D,4,11,6,PLAYSTATION $100 REG,10285,019674210285,PLAYSTATION $100 MD,30,IMAGE_PRESENT,106.28,84.03
D,4,11,7,XBOX $50,35580,079936635580,XBOX $50,30,IMAGE_PRESENT,210.46,68.9
D,4,11,8,DAIRY QUEEN VGC MD,10857,019674210857,DAIRY QUEEN VGC MD,20,IMAGE_PRESENT,213.64,67.75
D,4,11,9,ARBYS W VGC REG H,11241,019674211241,ARBYS VGC MD,20,IMAGE_PRESENT,234.58,45.73
D,4,11,10,WENDYS VGC HOLIDAY REG,11271,019674211271,WENDYS VGC HOLIDAY MD,30,IMAGE_PRESENT,242.99,28.46
